1.77264, -3.95531e-16
-1.77264, -0.000556835
1.77264, 0.00111367
-1.77263, -0.0016705
1.77263, 0.00222733
-1.77263, -0.00278417
1.77263, 0.00334099
-1.77262, -0.00389782
1.77262, 0.00445464
-1.77262, -0.00501147
1.77261, 0.00556828
-1.77261, -0.0061251
1.7726, 0.00668191
-1.77259, -0.00723871
1.77259, 0.00779551
-1.77258, -0.0083523
1.77257, 0.00890909
-1.77256, -0.00946588
1.77255, 0.0100227
-1.77254, -0.0105794
1.77253, 0.0111362
-1.77252, -0.0116929
1.77251, 0.0122497
-1.7725, -0.0128064
1.77249, 0.0133631
-1.77247, -0.0139199
1.77246, 0.0144766
-1.77245, -0.0150333
1.77243, 0.01559
-1.77242, -0.0161466
1.7724, 0.0167033
-1.77239, -0.01726
1.77237, 0.0178166
-1.77235, -0.0183732
1.77233, 0.0189299
-1.77232, -0.0194865
1.7723, 0.0200431
-1.77228, -0.0205996
1.77226, 0.0211562
-1.77224, -0.0217128
1.77222, 0.0222693
-1.7722, -0.0228258
1.77218, 0.0233823
-1.77215, -0.0239388
1.77213, 0.0244953
-1.77211, -0.0250517
1.77208, 0.0256082
-1.77206, -0.0261646
1.77203, 0.026721
-1.77201, -0.0272774
1.77198, 0.0278337
-1.77196, -0.0283901
1.77193, 0.0289464
-1.7719, -0.0295027
1.77187, 0.030059
-1.77184, -0.0306153
1.77182, 0.0311715
-1.77179, -0.0317277
1.77176, 0.0322839
-1.77173, -0.0328401
1.77169, 0.0333963
-1.77166, -0.0339524
1.77163, 0.0345085
-1.7716, -0.0350646
1.77156, 0.0356207
-1.77153, -0.0361767
1.7715, 0.0367327
-1.77146, -0.0372887
1.77143, 0.0378446
-1.77139, -0.0384006
1.77135, 0.0389565
-1.77132, -0.0395124
1.77128, 0.0400682
-1.77124, -0.040624
1.7712, 0.0411798
-1.77116, -0.0417356
1.77112, 0.0422914
-1.77108, -0.0428471
1.77104, 0.0434028
-1.771, -0.0439584
1.77096, 0.044514
-1.77092, -0.0450696
1.77088, 0.0456252
-1.77083, -0.0461807
1.77079, 0.0467362
-1.77075, -0.0472917
1.7707, 0.0478471
-1.77066, -0.0484025
1.77061, 0.0489579
-1.77056, -0.0495132
1.77052, 0.0500685
-1.77047, -0.0506238
1.77042, 0.051179
-1.77037, -0.0517342
1.77032, 0.0522893
-1.77027, -0.0528445
1.77022, 0.0533995
-1.77017, -0.0539546
1.77012, 0.0545096
-1.77007, -0.0550646
1.77002, 0.0556195
-1.76997, -0.0561744
1.76991, 0.0567293
-1.76986, -0.0572841
1.76981, 0.0578389
-1.76975, -0.0583936
1.7697, 0.0589483
-1.76964, -0.059503
1.76958, 0.0600576
-1.76953, -0.0606122
